year,season,gender,sport,discipline,name,noc,team,height,weight,medal
1928,Summer,Men,Fencing,"epee, Team",Carlo Agostoni Faini,ITA,Italy,170.0,,Gold
1932,Summer,Men,Fencing,"epee, Individual",Carlo Agostoni Faini,ITA,Italy,170.0,,Bronze
1932,Summer,Men,Fencing,"epee, Team",Carlo Agostoni Faini,ITA,Italy,170.0,,Silver
1948,Summer,Men,Fencing,"epee, Team",Carlo Agostoni Faini,ITA,Italy,170.0,,Silver
1936,Summer,Men,Boxing,Lightweight,Erik Alfred gren,SWE,Sweden,,,Bronze
1906,Summer,Men,Rowing,17-Man Naval Rowing Boats,Ioannis Agrimis,GRE,"Large boat, Central Naval Prep School ""Poros""-1",,,Gold
1928,Summer,Women,Gymnastics,Team All-Around,"Estella ""Stella"" Agsteribbe (-Blits)",NED,Netherlands,,,Gold
2008,Summer,Men,Football,Football,Sergio Leonel Agero del Castillo,ARG,Argentina,172.0,74.0,Gold
2000,Summer,Women,Volleyball,Volleyball,"Taismary ""Tai"" Agero Leiva (-Botteghi)",CUB,Cuba,175.0,70.0,Gold
1980,Summer,Men,Boxing,Light-Welterweight,Jos Aguilar Pulsn,CUB,Cuba,173.0,64.0,Bronze
2012,Summer,Women,Handball,Handball,Macarena Aguilar Daz,ESP,Spain,170.0,67.0,Bronze
2016,Summer,Women,Rhythmic Gymnastics,Group,Sandra Aguilar Navarro,ESP,Spain,167.0,50.0,Silver
1992,Summer,Men,Athletics,4 x 100 metres Relay,Jorge Luis Aguilera Ruiz,CUB,Cuba,172.0,64.0,Bronze
2016,Summer,Women,Weightlifting,Flyweight,Sri Wahyuni Agustiani,INA,Indonesia,147.0,47.0,Silver
2008,Summer,Women,Volleyball,Volleyball,Robyn Mokihana Ah Mow-Santos,USA,United States,172.0,67.0,Silver
1972,Winter,Men,Ice Hockey,Ice Hockey,Kevin Joseph Ahearn,USA,United States,175.0,73.0,Silver
1908,Summer,Men,Athletics,Triple Jump,"Timothy Joseph ""Tim"" Ahearne",GBR,Great Britain,170.0,57.0,Gold
1932,Summer,Men,Boxing,Welterweight,Bruno Valfrid Ahlberg,FIN,Finland,168.0,69.5,Bronze
1980,Winter,Men,Ice Hockey,Ice Hockey,Mats Bertil hlberg,SWE,Sweden,179.0,78.0,Bronze
2002,Winter,Women,Ice Hockey,Ice Hockey,Annica Gunilla hln,SWE,Sweden,177.0,75.0,Bronze
1924,Winter,Men,Curling,Curling,Johan Petter hln (Andersson-),SWE,Sweden,,,Silver
1984,Winter,Men,Ice Hockey,Ice Hockey,Thomas Valter hln,SWE,Sweden,182.0,90.0,Bronze
1924,Summer,Men,Wrestling,"Bantamweight, Greco-Roman",Anselm Ahlfors,FIN,Finland,,,Silver
1912,Summer,Men,Wrestling,"Middleweight B, Greco-Roman",Anders Oscar Ahlgren,SWE,Sweden,,,Silver
1948,Summer,Men,Rowing,Coxed Eights,George Lewis Ahlgren,USA,United States,,,Gold
2004,Summer,Men,Equestrianism,"Jumping, Team",Christian Ahlmann,GER,Germany,189.0,80.0,Bronze
2016,Summer,Men,Equestrianism,"Jumping, Team",Christian Ahlmann,GER,Germany,189.0,80.0,Bronze
1932,Summer,Men,Boxing,Lightweight,Thure Johan Ahlqvist,SWE,Sweden,,,Silver
1952,Summer,Men,Football,Football,"Sten Olov ""Olle"" hlund",SWE,Sweden,,,Bronze
2016,Summer,Men,Badminton,Doubles,Tontowi Ahmad,INA,Indonesia-1,179.0,72.0,Gold
1948,Summer,Men,Athletics,Triple Jump,Arne Per hman,SWE,Sweden,176.0,64.0,Gold
2000,Summer,Men,Beach Volleyball,Beach Volleyball,Jrg Ahmann,GER,Germany-1,190.0,88.0,Bronze
1992,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",USA,United States,172.0,52.0,Gold
1992,Summer,Women,Swimming,100 metres Butterfly,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",USA,United States,172.0,52.0,Silver
1992,Summer,Women,Swimming,4 x 100 metres Medley Relay,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",USA,United States,172.0,52.0,Gold
1992,Summer,Men,Hockey,Hockey,Muhammad Akhlaq Ahmed,PAK,Pakistan,,,Bronze
1968,Summer,Men,Hockey,Hockey,Muhammad Ashfaq Ahmed,PAK,Pakistan,162.0,62.0,Gold
1960,Summer,Men,Hockey,Hockey,Bashir Ahmed,PAK,Pakistan,171.0,67.0,Gold
1984,Summer,Men,Hockey,Hockey,Ishtiaq Ahmed,PAK,Pakistan,170.0,62.0,Gold
1992,Summer,Men,Hockey,Hockey,Manzoor Ahmed,PAK,Pakistan,169.0,75.0,Bronze
1984,Summer,Men,Hockey,Hockey,Mushtaq Ahmed,PAK,Pakistan,170.0,70.0,Gold
1960,Summer,Men,Hockey,Hockey,Mushtaq Ahmed,PAK,Pakistan,173.0,61.0,Gold
1968,Summer,Men,Hockey,Hockey,Riaz Ahmed,PAK,Pakistan,150.0,70.0,Gold
1972,Summer,Men,Hockey,Hockey,Riaz Ahmed,PAK,Pakistan,150.0,70.0,Silver
1992,Summer,Men,Hockey,Hockey,Shahbaz Ahmed,PAK,Pakistan,175.0,61.0,Bronze
1912,Summer,Men,Sailing,8 metres,Arthur Ahnger,FIN,Lucky Girl-1,,,Bronze
2002,Winter,Men,Ski Jumping,"Large Hill, Team",Janne Petteri Ahonen,FIN,Finland,184.0,66.0,Silver
2006,Winter,Men,Ski Jumping,"Large Hill, Team",Janne Petteri Ahonen,FIN,Finland,184.0,66.0,Silver
1964,Summer,Men,Sailing,Three Person Keelboat,Peter Ahrendt,GER,Mutafo,169.0,66.0,Silver
1976,Summer,Women,Rowing,Coxed Eights,Brigitte Ahrenholz,GDR,East Germany,178.0,85.0,Gold
2004,Summer,Men,Rowing,Coxed Eights,"Christian ""Chris"" Ahrens",USA,United States,195.0,97.0,Gold
1956,Summer,Women,Athletics,Javelin Throw,Marlene Ahrens Ostertag (-Ebensperger),CHI,Chile,176.0,70.0,Silver
1964,Summer,Men,Rowing,Coxed Eights,Thomas Ahrens,GER,Germany,163.0,50.0,Silver
2012,Summer,Men,Water Polo,Water Polo,Matteo Aicardi,ITA,Italy,192.0,102.0,Silver
2016,Summer,Men,Water Polo,Water Polo,Matteo Aicardi,ITA,Italy,192.0,102.0,Bronze
2000,Summer,Women,Hockey,Hockey,Mara Magdalena Aicega Amicarelli,ARG,Argentina,165.0,60.0,Silver
2004,Summer,Women,Hockey,Hockey,Mara Magdalena Aicega Amicarelli,ARG,Argentina,165.0,60.0,Bronze
2008,Summer,Women,Hockey,Hockey,Mara Magdalena Aicega Amicarelli,ARG,Argentina,165.0,60.0,Bronze
1936,Winter,Men,Bobsleigh,Four,Hans Aichele,SUI,Switzerland-1,,,Silver
2016,Summer,Women,Water Polo,Water Polo,Rosaria Aiello,ITA,Italy,172.0,74.0,Silver
1924,Summer,Men,Weightlifting,Heavyweight,Franz Aigner,AUT,Austria,,107.0,Silver
2012,Summer,Men,Canoeing,"Kayak Singles, Slalom",Hannes Aigner,GER,Germany,183.0,75.0,Bronze
1956,Summer,Men,Gymnastics,Team All-Around,Nobuyuki Aihara,JPN,Japan,154.0,53.0,Silver
1956,Summer,Men,Gymnastics,Floor Exercise,Nobuyuki Aihara,JPN,Japan,154.0,53.0,Silver
1960,Summer,Men,Gymnastics,Team All-Around,Nobuyuki Aihara,JPN,Japan,154.0,53.0,Gold
1960,Summer,Men,Gymnastics,Floor Exercise,Nobuyuki Aihara,JPN,Japan,154.0,53.0,Gold
1992,Summer,Men,Gymnastics,Team All-Around,Yutaka Aihara,JPN,Japan,156.0,55.0,Bronze
2004,Summer,Men,Baseball,Baseball,Ryoji Aikawa,JPN,Japan,183.0,85.0,Bronze
1956,Summer,Men,Rowing,Coxed Eights,Alexander Michael Hirst Aikman,AUS,Australia,,,Bronze
1996,Summer,Men,Sailing,One Person Dinghy,"Charles Benedict ""Ben"" Ainslie",GBR,Great Britain,183.0,90.0,Silver
2000,Summer,Men,Sailing,One Person Dinghy,"Charles Benedict ""Ben"" Ainslie",GBR,Great Britain,183.0,90.0,Gold
2004,Summer,Men,Sailing,One Person Dinghy,"Charles Benedict ""Ben"" Ainslie",GBR,Great Britain,183.0,90.0,Gold
2008,Summer,Men,Sailing,One Person Dinghy,"Charles Benedict ""Ben"" Ainslie",GBR,Great Britain,183.0,90.0,Gold
2012,Summer,Men,Sailing,One Person Heavyweight Dinghy,"Charles Benedict ""Ben"" Ainslie",GBR,Great Britain,183.0,90.0,Gold
2000,Summer,Men,Baseball,Baseball,Kurt Harold Ainsworth,USA,United States,187.0,84.0,Gold
1920,Summer,Men,Athletics,4 x 400 metres Relay,John Creyghton Ainsworth-Davis,GBR,Great Britain,,,Gold
1968,Summer,Men,Sailing,5.5 metres,Robin Allingham Aisher,GBR,Great Britain,185.0,85.0,Bronze
1936,Summer,Men,Basketball,Basketball,"Gordon ""Gord"" Aitchison",CAN,Canada,,,Silver
1912,Summer,Women,Tennis,"Doubles, Covered Courts",Frances Helen Aitchison (-Leisk),GBR,Great Britain-1,,,Silver
1992,Summer,Men,Cycling,"Team Pursuit, 4,000 metres",Brett Aitken,AUS,Australia,173.0,65.0,Silver
1996,Summer,Men,Cycling,"Team Pursuit, 4,000 metres",Brett Aitken,AUS,Australia,173.0,65.0,Bronze
2000,Summer,Men,Cycling,Madison,Brett Aitken,AUS,Australia,173.0,65.0,Gold
1900,Summer,Men,Rugby,Rugby,Vladimir Atoff,FRA,Union des Socits Franais de Sports Athletiques,,,Gold
2008,Summer,Men,Shooting,"Small-Bore Rifle, Prone, 50 metres",Artur Surenovych Aivazian,UKR,Ukraine,177.0,88.0,Gold
2000,Summer,Women,Rhythmic Gymnastics,Group,Eirini Andili,GRE,Greece,167.0,45.0,Bronze
2016,Summer,Men,Football,Football,"Oluwafemi ""Junior"" Ajayi",NGR,Nigeria,172.0,79.0,Bronze
1992,Summer,Men,Baseball,Baseball,Omar Ajete Iglesias,CUB,Cuba,175.0,93.0,Gold
1996,Summer,Men,Baseball,Baseball,Omar Ajete Iglesias,CUB,Cuba,175.0,93.0,Gold
2000,Summer,Men,Baseball,Baseball,Omar Ajete Iglesias,CUB,Cuba,175.0,93.0,Silver
2008,Summer,Men,Football,Football,"Ebenezer Oluwafemi ""Femi"" Ajilore",NGR,Nigeria,185.0,75.0,Silver
2016,Summer,Men,Athletics,4 x 100 metres Relay,Mobolade Abimbola Ajomale,CAN,Canada,180.0,62.0,Bronze
1996,Summer,Women,Athletics,Long Jump,Chioma Ajunwa (-Opara),NGR,Nigeria,164.0,57.0,Gold
1984,Summer,Men,Athletics,4 x 400 metres Relay,Kriss Kezie Uche Chukwu Duru Akabusi,GBR,Great Britain,185.0,81.0,Silver
1992,Summer,Men,Athletics,400 metres Hurdles,Kriss Kezie Uche Chukwu Duru Akabusi,GBR,Great Britain,185.0,81.0,Bronze
1992,Summer,Men,Athletics,4 x 400 metres Relay,Kriss Kezie Uche Chukwu Duru Akabusi,GBR,Great Britain,185.0,81.0,Bronze
1984,Summer,Men,Wrestling,"Featherweight, Freestyle",Kosei Akaishi,JPN,Japan,172.0,74.0,Silver
1992,Summer,Men,Wrestling,"Lightweight, Freestyle",Kosei Akaishi,JPN,Japan,172.0,74.0,Bronze
1948,Summer,Men,Wrestling,"Bantamweight, Freestyle",Nasuh Akar,TUR,Turkey,,,Gold
1992,Winter,Men,Short Track Speed Skating,"5,000 metres Relay",Yuichi Akasaka,JPN,Japan,169.0,64.0,Bronze
1956,Summer,Men,Wrestling,"Flyweight, Freestyle",Hseyin Akba,TUR,Turkey,167.0,57.0,Bronze
1964,Summer,Men,Wrestling,"Bantamweight, Freestyle",Hseyin Akba,TUR,Turkey,167.0,57.0,Silver
1972,Summer,Men,Wrestling,"Featherweight, Freestyle",Vehbi Akda,TUR,Turkey,168.0,62.0,Silver
1948,Summer,Men,Canoeing,"Kayak Doubles, 10,000 metres",Ernst Gunnar kerlund,SWE,Sweden,,,Gold
1952,Summer,Men,Canoeing,"Kayak Doubles, 10,000 metres",Ernst Gunnar kerlund,SWE,Sweden,,,Silver
1932,Summer,Men,Sailing,6 metres,Olle Erik Curys kerlund,SWE,Bissbi,,,Gold
1996,Summer,Women,Football,Football,Michelle Anne Akers,USA,United States,178.0,68.0,Gold
2016,Summer,Men,Wrestling,"Super-Heavyweight, Freestyle",Taha Akgl,TUR,Turkey,192.0,125.0,Gold
1980,Summer,Women,Volleyball,Volleyball,Yelena Rabigovna Akhaminova (-Sokolovskaya),URS,Soviet Union,181.0,80.0,Gold
1998,Winter,Women,Biathlon,4 x 7.5 kilometres Relay,Albina Khamitovna Akhatova,RUS,Russia,160.0,55.0,Silver
2002,Winter,Women,Biathlon,4 x 7.5 kilometres Relay,Albina Khamitovna Akhatova,RUS,Russia,160.0,55.0,Bronze
2006,Winter,Women,Biathlon,10 kilometres Pursuit,Albina Khamitovna Akhatova,RUS,Russia,160.0,55.0,Bronze
2006,Winter,Women,Biathlon,15 kilometres,Albina Khamitovna Akhatova,RUS,Russia,160.0,55.0,Bronze
2006,Winter,Women,Biathlon,4 x 6 kilometres Relay,Albina Khamitovna Akhatova,RUS,Russia,160.0,55.0,Gold
2016,Summer,Men,Boxing,Bantamweight,Murodzhon Kakharovich Akhmadaliyev,UZB,Uzbekistan,165.0,56.0,Bronze
2016,Summer,Men,Fencing,"Foil, Team",Artur Kamilevich Akhmatkhuzin,RUS,Russia,187.0,79.0,Gold
2008,Summer,Men,Wrestling,"Super-Heavyweight, Freestyle",Bakhtiyar Shakhabutdinovich Akhmedov,RUS,Russia,190.0,120.0,Silver
1964,Summer,Men,Wrestling,"Heavyweight, Freestyle",Lyutvi Dzhiber Akhmedov,BUL,Bulgaria,184.0,87.0,Silver
1980,Summer,Women,Hockey,Hockey,Leyla Begnyazovna Akhmerova,URS,Soviet Union,160.0,52.0,Bronze
1960,Summer,Men,Rowing,Coxless Fours,Igor Vladimirovich Akhremchik,URS,Soviet Union,180.0,79.0,Bronze
1968,Summer,Men,Hockey,Hockey,Gulraiz Akhtar,PAK,Pakistan,172.0,61.0,Gold
1984,Summer,Men,Hockey,Hockey,Naeem Akhtar,PAK,Pakistan,173.0,65.0,Gold
1972,Summer,Men,Athletics,400 metres Hurdles,John Akii-Bua,UGA,Uganda,188.0,77.0,Gold
1972,Summer,Men,Water Polo,Water Polo,Anatoly Ivanovich Akimov,URS,Soviet Union,181.0,84.0,Gold
1980,Summer,Men,Water Polo,Water Polo,Vladimir Ivanovich Akimov,URS,Soviet Union,184.0,80.0,Gold
2016,Summer,Women,Athletics,4 x 100 metres Relay,Morolake Akinosun,USA,United States,163.0,61.0,Gold
2012,Summer,Women,Volleyball,Volleyball,Foluke Antinuke Akinradewo,USA,United States,191.0,79.0,Silver
2016,Summer,Women,Volleyball,Volleyball,Foluke Antinuke Akinradewo,USA,United States,191.0,79.0,Bronze
2004,Summer,Men,Weightlifting,Middle-Heavyweight,Khadzhimurat Magomedovich Akkayev,RUS,Russia,178.0,105.0,Silver
2008,Summer,Men,Weightlifting,Middle-Heavyweight,Khadzhimurat Magomedovich Akkayev,RUS,Russia,178.0,105.0,Bronze
2000,Summer,Women,Water Polo,Water Polo,Marina Dazmirovna Akobiya,RUS,Russia,165.0,57.0,Bronze
1992,Summer,Men,Weightlifting,Heavyweight II,Artur Vladimirovich Akoyev,EUN,Unified Team,,109.0,Silver
2016,Summer,Men,Football,Football,Daniel Akpeyi,NGR,Nigeria,187.0,80.0,Bronze
2016,Summer,Women,Fencing,"Sabre, Team",Monica Aksamit,USA,United States,183.0,74.0,Bronze
1976,Summer,Women,Athletics,4 x 400 metres Relay,Liudmyla Vasylivna Aksenova (Shapovalova-),URS,Soviet Union,165.0,58.0,Bronze
1976,Summer,Men,Athletics,4 x 100 metres Relay,Aleksandr Timofeyevich Aksinin,URS,Soviet Union,173.0,67.0,Bronze
1980,Summer,Men,Athletics,4 x 100 metres Relay,Aleksandr Timofeyevich Aksinin,URS,Soviet Union,173.0,67.0,Gold
1996,Summer,Men,Rowing,Coxed Eights,Nikolay Aleksandrovich Aksyonov,RUS,Russia,201.0,100.0,Bronze
1980,Summer,Women,Swimming,4 x 100 metres Medley Relay,Irina Anatolyevna Aksyonova,URS,Soviet Union,174.0,62.0,Bronze
1976,Summer,Men,Sailing,Two Person Keelboat,Vladyslav Ivanovych Akymenko,URS,Soviet Union,192.0,88.0,Silver
2004,Summer,Men,Boxing,Heavyweight,Naser Al Shami,SYR,Syria,187.0,81.0,Bronze
2012,Summer,Men,Shooting,Skeet,Nasser Salih Nasser Abdullah Al-Attiya,QAT,Qatar,178.0,82.0,Bronze
2000,Summer,Men,Shooting,Double Trap,Fehaid Al-Deehani,KUW,Kuwait,178.0,95.0,Bronze
2012,Summer,Men,Shooting,Trap,Fehaid Al-Deehani,KUW,Kuwait,178.0,95.0,Bronze
2016,Summer,Men,Shooting,Double Trap,Fehaid Al-Deehani,IOA,Individual Olympic Athletes,178.0,95.0,Gold
2012,Summer,Men,Equestrianism,"Jumping, Team",Ramzy Al-Duhami,KSA,Saudi Arabia,162.0,70.0,Bronze
2000,Summer,Men,Equestrianism,"Jumping, Individual",Khaled Al-Eid,KSA,Saudi Arabia,175.0,57.0,Bronze
1984,Summer,Men,Hockey,Hockey,Abdul Rashid Al-Hasan,PAK,Pakistan,170.0,63.0,Gold
2004,Summer,Men,Shooting,Double Trap,Ahmed bin Hasher Al-Maktoum,UAE,United Arab Emirates,175.0,67.0,Gold
2016,Summer,Men,Shooting,Skeet,Abdullah Al-Rashidi,IOA,Individual Olympic Athletes,183.0,83.0,Bronze
2012,Summer,Men,Equestrianism,"Jumping, Team",Prince Abdullah Bin Moteb Al-Saud,KSA,Saudi Arabia,178.0,69.0,Bronze
2000,Summer,Men,Athletics,400 metres Hurdles,Hadi Soua'an Al-Somaily Jaadan,KSA,Saudi Arabia,191.0,72.0,Silver
2012,Summer,Women,Sailing,Windsurfer,Marina Alabau Neira,ESP,Spain,164.0,55.0,Gold
1964,Summer,Men,Basketball,Basketball,Armenak Alachachyan,URS,Soviet Union,176.0,74.0,Silver
1972,Summer,Men,Wrestling,"Flyweight, Freestyle",Arsen Shakhlamazovich Alakhverdiyev,URS,Soviet Union,154.0,52.0,Silver
1956,Summer,Men,Hockey,Hockey,Noor Alam,PAK,Pakistan,172.0,73.0,Silver
1960,Summer,Men,Hockey,Hockey,Noor Alam,PAK,Pakistan,172.0,73.0,Gold
1992,Summer,Men,Basketball,Basketball,Vladan Alanovi,CRO,Croatia,190.0,81.0,Silver
1994,Winter,Men,Ice Hockey,Ice Hockey,Mika Antero Alatalo,FIN,Finland,182.0,85.0,Bronze
1960,Winter,Men,Cross Country Skiing,4 x 10 kilometres Relay,Toimi Johannes Alatalo,FIN,Finland,174.0,67.0,Gold
1968,Summer,Men,Sailing,One Person Dinghy,Fabio Albarelli,ITA,Italy,179.0,80.0,Bronze
1992,Winter,Men,Cross Country Skiing,10 kilometres,Marco Albarello,ITA,Italy,187.0,84.0,Silver
1992,Winter,Men,Cross Country Skiing,4 x 10 kilometres Relay,Marco Albarello,ITA,Italy,187.0,84.0,Silver
1994,Winter,Men,Cross Country Skiing,10 kilometres,Marco Albarello,ITA,Italy,187.0,84.0,Bronze
1994,Winter,Men,Cross Country Skiing,4 x 10 kilometres Relay,Marco Albarello,ITA,Italy,187.0,84.0,Gold
1998,Winter,Men,Cross Country Skiing,4 x 10 kilometres Relay,Marco Albarello,ITA,Italy,187.0,84.0,Silver
1920,Summer,Men,Tennis,Doubles,Pierre Henri Maurice Albarran,FRA,France-3,,,Bronze
2012,Summer,Men,Weightlifting,Super-Heavyweight,Ruslan Vladimirovich Albegov,RUS,Russia,192.0,156.0,Bronze
2000,Summer,Men,Football,Football,David Albelda Aliqus,ESP,Spain,182.0,75.0,Silver
1984,Summer,Men,Cycling,"Team Pursuit, 4,000 metres",Reinhard Alber,FRG,West Germany,184.0,75.0,Bronze
1976,Summer,Men,Water Polo,Water Polo,Alberto Alberani Samaritani,ITA,Italy,192.0,82.0,Silver
1900,Summer,Men,Rugby,Rugby,A. Albert,FRA,Union des Socits Franais de Sports Athletiques,,,Gold
1900,Summer,Men,Sailing,1-2 Ton,Auguste Albert,FRA,Martha-1,,,Silver
1900,Summer,Men,Sailing,1-2 Ton,Auguste Albert,FRA,Martha-1,,,Bronze
1960,Summer,Men,Football,Football,Flrin Albert,HUN,Hungary,182.0,75.0,Bronze
2012,Summer,Women,Handball,Handball,Nely Carla Alberto Francisca,ESP,Spain,179.0,90.0,Bronze
1920,Summer,Men,Gymnastics,"Team All-Around, Free System",Georg Albert Christian Albertsen,DEN,Denmark,,,Gold
1948,Summer,Men,Athletics,"10,000 metres",Ebbe Gustav Bertil Albertsson (-Andersson),SWE,Sweden,177.0,67.0,Bronze
1968,Summer,Men,Rowing,Coxless Fours,Abramo Albini,ITA,Italy,180.0,83.0,Bronze
2008,Summer,Men,Wrestling,"Lightweight, Greco-Roman",Islam-Beka Said-Tsilimovich Albiyev,RUS,Russia,165.0,66.0,Gold
1924,Summer,Men,Rowing,Coxless Fours,mile Albrecht,SUI,Switzerland,,,Bronze
1924,Summer,Men,Rowing,Coxed Fours,mile Albrecht,SUI,Switzerland,,,Gold
1980,Winter,Women,Speed Skating,"1,000 metres",Sylvia Albrecht (-Heckendorf),GDR,East Germany,165.0,57.0,Bronze
2002,Winter,Women,Cross Country Skiing,4 x 5 kilometres Relay,Brigitte Albrecht-Loretan,SUI,Switzerland,175.0,64.0,Bronze
1976,Summer,Men,Sailing,Two Person Keelboat,John Robert Albrechtson,SWE,Sweden,181.0,67.0,Gold
1952,Winter,Women,Figure Skating,Singles,"Tenley Emma Albright (-Gardiner, -Blakely)",USA,United States,,,Silver
1956,Winter,Women,Figure Skating,Singles,"Tenley Emma Albright (-Gardiner, -Blakely)",USA,United States,,,Gold
1936,Summer,Men,Athletics,High Jump,"David Donald ""Dave"" Albritton",USA,United States,191.0,79.0,Silver
1960,Summer,Men,Wrestling,"Light-Heavyweight, Freestyle",Anatoly Mikhaylovich Albul,URS,Soviet Union,181.0,87.0,Bronze
1996,Summer,Men,Football,Football,Aldair Nascimento dos Santos,BRA,Brazil,183.0,76.0,Bronze
1976,Summer,Men,Boxing,Light-Welterweight,Andrs Aldama Cabrera,CUB,Cuba,183.0,63.0,Silver
1980,Summer,Men,Boxing,Welterweight,Andrs Aldama Cabrera,CUB,Cuba,183.0,63.0,Gold
1920,Summer,Men,Cycling,"Team Pursuit, 4,000 metres",Cyril Albert Alden,GBR,Great Britain,,,Silver
1920,Summer,Men,Cycling,50 kilometres,Cyril Albert Alden,GBR,Great Britain,,,Silver
1924,Summer,Men,Cycling,50 kilometres,Cyril Albert Alden,GBR,Great Britain,,,Silver
1928,Summer,Men,Athletics,4 x 400 metres Relay,"Frederick Pitt ""Fred"" Alderman",USA,United States,177.0,75.0,Gold
1952,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,"Joan ""Jody"" Alderson (-Braskamp)",USA,United States,170.0,59.0,Bronze
2008,Summer,Men,Hockey,Hockey,David Alegre Biosca,ESP,Spain,184.0,75.0,Silver
2008,Summer,Men,Hockey,Hockey,Ramn Alegre Biosca,ESP,Spain,171.0,71.0,Silver
2012,Summer,Women,Sailing,Two Person Dinghy,Jo Qesem Ayela Aleh,NZL,New Zealand,171.0,58.0,Gold
2016,Summer,Women,Sailing,Two Person Dinghy,Jo Qesem Ayela Aleh,NZL,New Zealand,171.0,58.0,Silver
2000,Summer,Men,Athletics,Discus Throw,Virgilijus Alekna,LTU,Lithuania,200.0,130.0,Gold
2004,Summer,Men,Athletics,Discus Throw,Virgilijus Alekna,LTU,Lithuania,200.0,130.0,Gold
2008,Summer,Men,Athletics,Discus Throw,Virgilijus Alekna,LTU,Lithuania,200.0,130.0,Bronze
1976,Winter,Men,Ice Hockey,Ice Hockey,Boris Viktorovich Aleksandrov,URS,Soviet Union,168.0,69.0,Gold
1980,Summer,Men,Weightlifting,Middle-Heavyweight,Rumen Aleksandrov,BUL,Bulgaria,176.0,89.0,Silver
1960,Winter,Men,Ice Hockey,Ice Hockey,Veniamin Veniaminovich Aleksandrov,URS,Soviet Union,180.0,81.0,Bronze
1964,Winter,Men,Ice Hockey,Ice Hockey,Veniamin Veniaminovich Aleksandrov,URS,Soviet Union,180.0,81.0,Gold
1968,Winter,Men,Ice Hockey,Ice Hockey,Veniamin Veniaminovich Aleksandrov,URS,Soviet Union,180.0,81.0,Gold
1984,Winter,Men,Bobsleigh,Two,Vladimir Petrovich Aleksandrov,URS,Soviet Union-2,178.0,89.0,Bronze
1976,Summer,Women,Rowing,Coxed Quadruple Sculls,Larisa Aleksandrova-Popova,URS,Soviet Union,180.0,83.0,Silver
1980,Summer,Women,Rowing,Double Sculls,Larisa Aleksandrova-Popova,URS,Soviet Union,180.0,83.0,Gold
2012,Summer,Men,Wrestling,"Heavyweight, Greco-Roman",Artur Aleksanyan,ARM,Armenia,190.0,98.0,Bronze
2016,Summer,Men,Wrestling,"Heavyweight, Greco-Roman",Artur Aleksanyan,ARM,Armenia,190.0,98.0,Gold
1972,Summer,Men,Weightlifting,Super-Heavyweight,Vasily Ivanovich Alekseyev,URS,Soviet Union,185.0,160.0,Gold
1976,Summer,Men,Weightlifting,Super-Heavyweight,Vasily Ivanovich Alekseyev,URS,Soviet Union,185.0,160.0,Gold
1964,Summer,Women,Diving,Platform,Galina Aleksandrovna Alekseyeva,URS,Soviet Union,157.0,50.0,Bronze
2012,Summer,Men,Water Polo,Water Polo,Milan Aleksi,SRB,Serbia,193.0,96.0,Bronze
2016,Summer,Men,Water Polo,Water Polo,Milan Aleksi,SRB,Serbia,193.0,96.0,Gold
1996,Summer,Women,Basketball,Basketball,Alessandra dos Santos de Oliveira,BRA,Brazil,200.0,85.0,Silver
2000,Summer,Women,Basketball,Basketball,Alessandra dos Santos de Oliveira,BRA,Brazil,200.0,85.0,Bronze
1932,Summer,Men,Fencing,"Foil, Team",Hugh Vincenzo Alessandroni,USA,United States,,,Bronze
1932,Summer,Men,Rowing,Coxless Fours,Karl Theophil Christian Aletter,GER,Germany,183.0,,Silver
2012,Summer,Men,Football,Football,Alex Sandro Lobo Silva,BRA,Brazil,177.0,60.0,Silver
1908,Summer,Men,Lacrosse,Lacrosse,Gustav Bernhard Franck Alexander,GBR,Great Britain,,,Silver
1996,Summer,Women,Synchronized Swimming,Team,Lisa Alexander,CAN,Canada,172.0,58.0,Silver
1960,Summer,Men,Fencing,"epee, Team",Michael O'Donel Bjarne Alexander,GBR,Great Britain,188.0,74.0,Silver
2000,Summer,Women,Rowing,Coxed Eights,Buffy-Lynne Alexander-Williams,CAN,Canada,170.0,69.0,Bronze
1984,Summer,Men,Judo,Half-Lightweight,Marc Robert Alexandre,FRA,France,170.0,73.0,Bronze
1988,Summer,Men,Judo,Lightweight,Marc Robert Alexandre,FRA,France,170.0,73.0,Gold
2008,Summer,Men,Football,Football,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",BRA,Brazil,179.0,71.0,Bronze
2012,Summer,Men,Football,Football,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",BRA,Brazil,179.0,71.0,Silver
1980,Summer,Men,Wrestling,"Light-Flyweight, Greco-Roman",Constantin Alexandru,ROU,Romania,157.0,52.0,Silver
1972,Summer,Men,Boxing,Heavyweight,Ion Alexe,ROU,Romania,189.0,81.0,Silver
1976,Summer,Men,Diving,Platform,Vladimir Petrovich Aleynik,URS,Soviet Union,184.0,74.0,Bronze
1980,Summer,Men,Diving,Platform,Vladimir Petrovich Aleynik,URS,Soviet Union,184.0,74.0,Silver
